url_length,url_special_characters,url_tag_script,url_tag_iframe,url_attr_src,url_event_onload,url_event_onmouseover,url_cookie,url_number_keywords_param,url_number_domain,html_tag_script,html_tag_iframe,html_tag_meta,html_tag_object,html_tag_embed,html_tag_link,html_tag_svg,html_tag_frame,html_tag_form,html_tag_div,html_tag_style,html_tag_img,html_tag_input,html_tag_textarea,html_attr_action,html_attr_background,html_attr_classid,html_attr_codebase,html_attr_href,html_attr_longdesc,html_attr_profile,html_attr_src,html_attr_usemap,html_attr_http-equiv,html_event_onblur,html_event_onchange,html_event_onclick,html_event_onerror,html_event_onfocus,html_event_onkeydown,html_event_onkeypress,html_event_onkeyup,html_event_onload,html_event_onmousedown,html_event_onmouseout,html_event_onmouseover,html_event_onmouseup,html_event_onsubmit,html_number_keywords_evil,js_file,js_pseudo_protocol,js_dom_location,js_dom_document,js_prop_cookie,js_prop_referrer,js_method_write,js_method_getElementsByTagName,js_method_getElementById,js_method_alert,js_method_eval,js_method_fromCharCode,js_method_confirm,js_min_length,js_min_define_function,js_min_function_calls,js_string_max_length,html_length,Class
43,0,0,0,0,0,0,0,0,1,3,0,48,0,0,18,51,0,2,87,0,13,6,0,2,0,0,0,122,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74639,0
21,0,0,0,0,0,0,0,0,1,5,1,16,2,0,5,0,0,0,10,0,1,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,16,0,0,336,5202,0
33,0,0,0,0,0,0,0,0,1,30,0,21,0,0,29,1,0,4,82,2,3,25,0,3,0,0,0,118,0,0,18,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,8,1,0,0,1,6,0,0,0,0,7,0,0,3944,88001,0
36,0,0,0,0,0,0,0,1,1,10,1,8,0,0,7,0,0,1,18,0,0,3,0,0,0,0,0,30,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,8,0,0,0,1,0,0,0,0,0,30,0,0,14856,23707,0
61,0,0,0,0,0,0,0,0,1,38,0,4,0,0,3,0,0,0,31,4,6,0,0,0,0,0,0,303,0,0,39,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,73,0,1,4509,70625,0
20,0,0,0,0,0,0,0,0,1,16,1,9,0,0,5,0,0,1,178,1,42,2,0,1,0,0,0,422,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,0,1,0,0,1,0,0,80,0,1,5291,202733,0
26,0,0,0,0,0,0,0,0,1,49,0,22,0,0,33,0,0,1,1290,7,124,1,0,1,0,0,0,275,0,0,159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,7,0,0,2434,198054,0
25,0,0,0,0,0,0,0,0,1,14,3,12,0,0,29,11,0,3,236,0,44,7,0,3,0,0,0,147,0,0,54,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,681,124379,0
45,0,0,0,0,0,0,0,0,1,21,0,5,0,0,15,6,0,2,187,3,40,3,0,2,0,0,0,192,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,882,78109,0
36,0,0,0,0,0,0,0,0,1,11,0,2,0,0,6,0,0,2,33,0,15,7,0,2,0,0,0,43,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,1,1,0,0,0,0,0,17,0,0,701,16468,0
38,0,0,0,0,0,0,0,0,1,14,1,10,0,0,27,19,0,1,86,1,2,3,0,1,0,0,0,75,0,0,9,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,6,8,0,0,0,1,0,0,0,0,0,325,0,0,28484,474528,0
27,0,0,0,0,0,0,0,0,1,12,0,9,0,0,7,0,0,0,296,1,39,0,0,0,0,0,0,150,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,1,0,0,0,0,152,0,0,579,71338,0
36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742,0
32,0,0,0,0,0,0,0,0,1,17,1,1235,0,0,12,0,0,3,1111,1,187,5,1,2,0,0,0,791,0,0,193,0,2,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,0,0,0,0,1,0,0,791,440682,0
27,0,0,0,0,0,0,0,0,1,13,1,12,0,0,7,0,0,3,1206,15,77,149,0,3,0,0,0,1073,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,1,1,0,0,0,0,174,0,0,11959,448710,0
65,0,0,0,0,0,0,0,0,1,7,0,10,0,0,6,1,0,2,20,0,0,6,0,2,0,0,0,28,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,771,0,0,3410,15688,0
60,0,0,0,0,0,0,0,0,1,23,1,13,0,0,28,0,0,7,412,1,80,20,0,4,0,0,0,437,0,0,88,0,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,5,1,1,12,11,4,0,0,1,1,1,0,0,0,7,0,0,38243,193577,0
66,0,0,0,0,0,0,0,0,1,22,0,12,0,0,26,0,0,3,126,0,31,5,0,3,0,0,0,220,0,0,38,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,0,0,4,0,0,0,0,0,9,0,0,4328,50108,0
69,0,0,0,0,0,0,0,0,1,30,0,28,0,0,25,0,0,2,104,1,5,6,1,2,0,0,0,106,0,0,15,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,1,1,0,0,1,0,8,0,0,2546,46033,0
39,0,0,0,0,0,0,0,0,1,23,1,11,0,0,31,0,0,0,87,6,3,0,0,0,0,0,0,202,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,7,0,0,1,1,0,0,0,0,101,0,0,4049,76813,0
36,0,0,0,0,0,0,0,0,1,26,0,32,0,0,8,0,0,1,206,0,87,0,0,1,0,0,0,163,0,0,88,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,2,1,0,0,0,0,37,0,1,2449,57003,0
21,0,0,0,0,0,0,0,0,1,42,1,12,0,0,31,0,0,1,93,6,18,1,0,1,0,0,0,152,0,0,46,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,7,0,0,1509,66724,0
52,0,0,0,0,0,0,0,0,1,50,6,9,0,0,28,0,0,2,128,5,24,5,0,2,0,0,0,225,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,1,0,0,1,0,57,0,0,4811,89702,0
25,0,0,0,0,0,0,0,0,1,29,1,5,0,0,5,0,0,2,109,0,6,4,0,2,0,0,0,35,0,0,31,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,1,0,0,0,0,76,0,0,4182,26607,0
198,0,0,0,0,0,0,0,1,2,5,0,4,0,0,1,0,0,1,11,2,1,10,1,1,0,0,0,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,209,0,0,500,5728,0
44,0,0,0,0,0,0,0,0,1,1,0,8,0,0,3,0,0,0,32,0,1,0,0,0,0,0,0,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11818,0
41,0,0,0,0,0,0,0,0,1,8,1,13,0,0,36,5,0,2,590,0,109,6,0,2,0,0,0,341,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,0,1,1,0,0,0,0,126,0,1,1290,168667,0
62,0,0,0,0,0,0,0,0,1,29,0,40,0,0,30,0,0,2,102,4,48,11,1,2,0,0,0,192,0,0,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,1,0,0,1,0,45,0,0,2965,88347,0
35,0,0,0,0,0,0,0,0,1,6,1,17,0,0,2,0,0,3,105,1,20,30,0,1,0,0,0,128,0,0,24,0,7,0,16,17,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,3,0,0,1,1,0,0,0,0,0,49,0,0,569,46030,0
54,0,0,0,0,0,0,0,0,1,65,1,10,0,0,24,0,0,0,558,3,5,0,0,0,0,0,0,290,0,0,32,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,6,4,2,1,1,1,0,0,1,0,19,0,0,9765,123536,0
34,0,0,0,0,0,0,0,0,1,21,1,37,0,0,10,0,0,2,72,0,2,4,1,2,0,0,0,73,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,34,0,0,1381,21291,0
40,0,0,0,0,0,0,0,0,1,8,0,3,0,0,1,0,0,0,19,2,2,0,0,0,0,0,0,11,0,0,7,0,1,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,113,0,0,1052,7241,0
58,0,0,0,0,0,0,0,0,1,19,0,18,0,0,29,0,0,1,103,0,23,0,0,1,0,0,0,116,0,0,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,368,746328,0
21,0,0,0,0,0,0,0,0,1,2,0,3,0,0,2,0,0,2,23,0,2,2,0,2,0,0,0,7,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,8,0,0,236,4061,0
53,0,0,0,0,0,0,0,0,1,8,1,8,0,0,9,0,0,1,166,0,20,1,0,1,0,0,0,208,0,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,0,0,0,1,1,0,0,0,0,7,0,0,4404,72410,0
24,0,0,0,0,0,0,0,0,1,45,1,15,0,0,20,0,0,1,304,7,177,2,0,1,0,0,0,524,0,0,196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,8,4,0,0,4,2,0,0,1,1,1,0,0,35442,357425,0
21,0,0,0,0,0,0,0,0,1,18,0,8,6,6,12,0,0,2,67,0,30,9,0,0,0,6,6,116,0,0,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,397,0,9,491,40444,0
99,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,176,0,4,176,193,0
31,0,0,0,0,0,0,0,0,1,6,0,16,0,0,11,0,0,3,49,0,13,40,0,3,0,0,0,43,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,347,0,6,463,17494,0
44,0,0,0,0,0,0,0,0,1,33,0,7,0,0,1,0,0,1,123,0,4,4,0,1,0,0,0,152,0,0,14,0,4,0,0,5,0,0,0,0,0,0,2,4,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,18,0,1,167,38485,0
21,0,0,0,0,0,0,0,0,1,6,0,9,0,0,16,0,0,1,81,3,13,1,0,1,0,0,0,148,0,0,15,0,1,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,1,0,0,6,0,0,1,2,0,0,0,0,0,36,0,0,3230,64856,0
82,0,0,0,0,0,0,0,0,1,35,0,53,0,0,31,0,0,1,116,9,28,11,0,0,0,0,0,154,0,0,33,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,22,0,0,3,2,8,2,0,1,0,50,0,0,11330,125942,0
59,0,0,0,0,0,0,0,0,1,9,0,3,0,0,1,0,0,1,2,0,3,5,0,1,0,0,0,88,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,51,0,0,220,24597,0
22,0,0,0,0,0,0,0,0,1,13,0,14,0,0,16,0,0,0,92,4,1,0,0,0,0,0,0,133,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,1,0,52,0,0,2239,49790,0
60,0,0,0,0,0,0,0,0,1,14,0,12,0,0,5,0,0,6,136,0,27,36,0,6,0,0,0,120,0,0,34,0,1,1,2,18,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,0,3,1,0,0,0,0,0,2,0,0,1504,52120,0
28,0,0,0,0,0,0,0,0,1,24,0,15,0,0,30,0,0,1,3,3,1,3,0,1,0,0,0,51,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,1,0,0,3,0,0,0,1,0,139,0,0,2256,20671,0
35,0,0,0,0,0,0,0,0,1,8,7,14,0,0,65,0,0,6,1006,2,57,32,3,4,0,0,0,293,0,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1,7,0,0,0,0,1,0,0,1,0,108,0,1,2649,360102,0
50,0,0,0,0,0,0,0,1,1,10,3,6,0,0,3,0,0,1,261,0,40,1,0,1,0,0,0,275,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,29,0,0,379,62734,0
35,0,0,0,0,0,0,0,0,1,43,9,26,1,0,23,0,0,1,282,15,78,2,0,1,0,0,0,1176,0,0,109,4,1,0,0,28,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,33,0,0,33,3,2,1,1,0,0,37,0,0,4556,199605,0
42,0,0,0,0,0,0,0,0,1,6,0,11,0,0,17,0,0,0,20,0,15,2,1,0,0,0,0,39,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,60,0,1,503,12108,0
85,0,0,0,0,0,0,0,0,1,26,0,20,0,0,13,0,0,1,154,4,8,12,1,1,0,0,0,129,0,0,20,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,1,6,6,0,0,0,73,0,1,3746,59984,0
24,0,0,0,0,0,0,0,0,1,33,1,5,0,0,9,0,0,3,487,1,83,19,0,3,0,0,0,167,0,0,95,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,1,1,0,0,0,0,75,0,1,6068,90299,0
111,0,0,0,0,0,0,0,0,1,29,0,7,0,0,4,0,0,4,283,12,23,15,0,3,0,0,0,86,0,0,43,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,2,2,0,0,0,0,14,0,0,1529,83903,0
23,0,0,0,0,0,0,0,0,1,19,0,4,0,0,13,0,0,1,94,0,13,0,0,0,0,0,0,93,0,0,28,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,689,26586,0
48,0,0,0,0,0,0,0,0,1,11,0,4,0,0,2,0,0,0,23,0,38,0,0,0,0,0,0,89,0,0,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,31648,0
65,0,0,0,0,0,0,0,0,1,19,1,25,0,0,18,0,0,1,312,0,23,14,0,1,0,0,0,294,0,0,31,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,2,0,0,1,0,0,0,0,0,1,0,0,5055,125553,0
32,0,0,0,0,0,0,0,0,1,26,2,16,0,0,32,0,0,1,258,1,82,2,0,1,0,0,0,322,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,7,0,0,0,2,0,0,0,1,0,71,0,0,4145,177189,0
39,0,0,0,0,0,0,0,0,1,53,1,6,0,0,10,0,0,26,424,1,39,196,0,26,0,0,0,200,0,0,67,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,7,0,0,7859,289428,0
180,0,0,0,0,0,0,0,1,3,6,0,0,0,0,2,0,0,1,9,0,11,15,0,1,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,79,0,0,221,6754,0
47,0,0,0,0,0,0,0,0,1,24,0,6,0,0,16,0,0,5,56,2,3,26,0,5,0,0,0,55,0,0,21,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,0,0,1,0,0,0,1,0,120,0,0,2048,35126,0
34,0,0,0,0,0,0,0,0,1,54,4,6,0,0,20,0,0,1,188,1,20,19,1,1,0,0,0,156,0,0,72,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,105,0,0,32184,119063,0
33,0,0,0,0,0,0,0,0,1,14,0,6,0,0,2,0,0,2,13,0,79,17,0,2,0,0,0,150,0,0,85,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,23,2,2,10,1,0,1,0,0,0,16,0,0,930,63956,0
21,0,0,0,0,0,0,0,0,1,17,1,6,0,0,16,3,0,1,295,1,93,1,0,1,0,0,0,259,0,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,38,0,0,2680,142002,0
20,0,0,0,0,0,0,0,0,1,7,0,5,0,0,5,0,0,0,482,2,84,9,0,0,0,0,0,1106,0,0,52,0,1,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,408,265002,0
30,0,0,0,0,0,0,0,0,1,22,0,16,0,0,16,0,0,2,90,2,11,2,0,2,0,0,0,180,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,2,0,0,3,0,0,0,0,0,49,0,0,2322,54750,0
21,0,0,0,0,0,0,0,0,1,18,0,3,0,0,1,0,0,0,87,0,19,1,0,0,0,0,0,381,0,0,27,0,1,1,0,3,0,1,1,0,0,0,0,0,3,0,0,0,1,1,5,4,1,0,1,0,1,1,0,0,0,1,0,0,1449,53411,0
19,0,0,0,0,0,0,0,0,1,47,0,8,0,0,7,0,0,0,361,27,9,1,0,0,0,0,0,240,0,0,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,1,1,0,0,0,0,7,0,0,1089,182411,0
20,0,0,0,0,0,0,0,0,1,8,0,9,0,0,101,0,0,0,27,3,18,0,0,0,0,0,0,196,0,1,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,1,1,0,0,0,1,0,103,0,2,2244,34523,0
26,0,0,0,0,0,0,0,0,1,39,3,36,0,0,21,0,0,3,244,1,45,9,0,3,0,0,0,338,0,0,58,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,0,0,0,1,2,4,0,0,0,46,0,0,6325,182824,0
25,0,0,0,0,0,0,0,0,1,2,0,6,0,0,7,0,0,1,52,1,5,2,0,1,0,0,0,39,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,391,0,9,391,11643,0
20,0,0,0,0,0,0,0,0,1,12,1,7,0,0,0,0,0,2,112,1,28,9,0,2,0,0,0,811,0,0,29,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,65,0,3,3296,148799,0
47,0,0,0,0,0,0,0,0,1,18,0,7,0,0,4,0,0,1,47,0,13,1,0,1,0,0,0,293,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,199,0,0,2058,82167,0
43,0,0,0,0,0,0,0,0,1,50,0,11,0,0,5,0,0,4,240,3,44,23,0,3,0,0,0,696,0,0,59,0,2,0,0,44,8,0,4,0,1,0,0,0,22,0,3,0,1,1,2,5,0,0,1,1,1,0,0,0,0,1,0,0,925,156710,0
41,0,0,0,0,0,0,0,0,1,12,1,4,0,0,13,0,0,1,157,0,85,2,0,1,0,0,0,84,0,0,75,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,0,0,0,1,1,0,0,0,0,8,0,0,25596,97190,0
56,0,0,0,0,0,0,0,0,1,27,0,9,0,0,3,0,0,0,102,3,44,0,0,0,0,0,0,98,0,0,62,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,1,2,0,0,0,0,85,0,0,599,40620,0
28,0,0,0,0,0,0,0,0,1,10,1,8,0,0,2,0,0,0,20,1,4,0,0,0,0,0,0,3,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,212,0,2,363,5663,0
86,0,0,0,0,0,0,0,0,1,9,0,6,0,0,12,3,0,0,143,0,3,0,0,0,0,0,0,260,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,24,64733,0
39,0,0,0,0,0,0,0,0,1,10,0,3,0,0,1,0,0,0,74,0,25,2,0,0,0,0,0,127,0,0,34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,128,0,3,128,19173,0
26,0,0,0,0,0,0,0,0,1,9,0,10,0,0,16,0,0,1,143,1,26,2,0,1,0,0,0,85,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,45,0,0,283,77751,0
26,0,0,0,0,0,0,0,0,1,42,0,12,0,0,21,0,0,1,97,4,59,2,0,1,0,0,0,283,0,0,74,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,3,1,0,0,1,0,18,0,0,4422,104301,0
36,0,0,0,0,0,0,0,0,1,18,0,59,0,0,29,0,0,3,656,3,82,4,0,3,0,0,0,282,0,0,86,0,0,0,0,314,0,0,1,0,0,74,0,0,0,0,1,1,1,0,1,7,0,0,0,1,1,0,0,0,0,54,0,0,26226,472792,0
54,0,0,0,0,0,0,0,1,1,197,1,21,0,0,7,58,0,6,933,5,497,333,0,5,0,0,0,1038,0,0,509,0,2,0,2,304,48,0,15,92,2,0,0,0,0,0,1,0,1,1,16,56,8,0,7,11,2,1,6,0,0,7,0,0,58945,974023,0
25,0,0,0,0,0,0,0,0,1,17,2,20,0,0,16,0,0,2,142,2,37,2,0,2,0,0,0,215,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,5,0,0,0,2,0,0,0,0,3,119,0,0,1966,49723,0
108,0,0,0,0,0,0,0,0,1,19,1,15,0,0,26,0,0,0,36,3,1,0,0,0,0,0,0,63,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0,0,1,0,28,0,0,2050,33813,0
75,0,0,0,0,0,0,0,0,1,66,3,13,0,0,18,0,0,4,282,0,48,24,0,3,0,0,0,293,0,0,97,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,1,1,1,0,0,0,0,12,0,1,1688,112222,0
57,0,0,0,0,0,0,0,0,1,5,1,7,0,0,22,0,0,1,521,0,75,2,0,1,0,0,0,593,0,0,79,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,462,80642,0
48,0,0,0,0,0,0,0,0,1,40,0,20,0,0,13,27,0,0,46,28,18,0,0,0,0,0,0,202,0,0,38,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,30,0,0,1942,92094,0
26,0,0,0,0,0,0,0,0,1,42,0,10,0,0,12,0,0,7,299,3,36,14,0,7,0,0,0,349,0,0,49,0,1,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,1,1,3,13,7,0,1,4,1,1,2,0,0,8,0,0,9393,163921,0
52,0,0,0,0,0,0,0,0,1,13,0,5,0,0,16,0,0,1,173,1,16,2,0,1,0,0,0,280,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,25,0,0,2105,84803,0
17,0,0,0,0,0,0,0,0,1,18,0,10,0,0,4,0,0,1,49,0,1,6,1,1,0,0,0,20,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,0,0,0,308,0,4,3682,11861,0
33,0,0,0,0,0,0,0,0,1,42,0,18,0,0,24,6,0,1,134,4,29,4,0,0,0,0,0,95,0,0,54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,7,0,0,1,1,1,0,0,0,0,72,0,0,1133,49023,0
20,0,0,0,0,0,0,0,0,1,14,0,11,0,0,11,2,0,1,390,0,3,1,0,0,0,0,0,239,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,1,1,0,0,0,0,369,0,1,623,93621,0
21,0,0,0,0,0,0,0,0,1,4,0,20,0,0,8,0,0,0,14,0,2,0,0,0,0,0,0,92,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,175,0,3,352,21909,0
25,0,0,0,0,0,0,0,0,1,13,0,3,0,0,6,0,0,1,52,0,3,3,1,1,0,0,0,25,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,72,0,1,594,15352,0
62,0,0,0,0,0,0,0,0,1,8,2,3,0,0,1,0,0,0,43,1,3,0,0,0,0,0,0,121,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,58,22266,0
122,0,0,0,0,0,0,0,0,1,21,1,17,0,0,30,0,0,1,446,0,29,2,0,1,0,0,0,373,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,2,0,1,1,3,0,0,1,0,17,0,0,2214,328934,0
29,0,0,0,0,0,0,0,0,1,39,1,23,0,0,3,0,0,0,159,5,106,1,0,0,0,0,0,236,0,0,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,3,1,0,0,0,0,1,0,0,5599,87291,0
